rowid,category,subcategory,productname,sales,quantity,discount,profit,orderdate,state
226,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0,0.968,Feb-16,Mississippi
4172,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,48.86,7,0,0.9772,Feb-16,New York
3382,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,2.896,1,0.2,0.9774,Jan-16,New York
8517,Office Supplies,Art,Newell 322,3.64,2,0,0.9828,Jan-16,Florida
1743,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2,0.2,0.9856,Jan-16,Florida
2218,Office Supplies,Art,Nontoxic Chalk,2.816,2,0.2,0.9856,Sep-16,Florida
4117,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,3.168,2,0.2,0.99,Sep-16,Pennsylvania
8474,Office Supplies,Storage,Eldon Simplefile Box Office,9.952,1,0.2,0.9952,Sep-16,Pennsylvania
8292,Office Supplies,Labels,Avery 501,2.952,1,0.2,0.9963,Jan-16,Pennsylvania
326,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995,Jan-16,New Hampshire
7076,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,13.344,2,0.2,1.0008,Jan-16,New Hampshire
7881,Office Supplies,Art,Newell 344,13.344,6,0.2,1.0008,Oct-16,New Hampshire
2700,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002,Nov-16,Michigan
6833,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002,Nov-16,California
7186,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002,Oct-16,California
8539,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002,Apr-16,Texas
5933,Office Supplies,Storage,Plastic Stacking Crates & Casters,13.392,3,0.2,1.0044,Apr-16,Ohio
6569,Office Supplies,Art,Prang Dustless Chalk Sticks,2.688,2,0.2,1.008,Apr-16,California
5268,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,1,0,1.0114,Apr-16,California
2589,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0,1.0166,Mar-16,California
5907,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95,1,0,1.017,Mar-16,Texas
599,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,0.2,1.0178,Sep-16,Texas
4860,Office Supplies,Art,Newell 307,10.192,7,0.2,1.0192,Jun-16,New York
9356,Office Supplies,Art,Newell 307,3.64,2,0,1.0192,Jun-16,Pennsylvania
3626,Office Supplies,Art,Newell 310,3.52,2,0,1.0208,Jun-16,Pennsylvania
5425,Office Supplies,Art,Newell 326,3.52,2,0,1.0208,Jun-16,Pennsylvania
6172,Office Supplies,Art,Newell 326,3.52,2,0,1.0208,Jun-16,Pennsylvania
3788,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,0.2,1.0269,Dec-16,California
4303,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,0.2,1.0269,Dec-16,California
5876,Office Supplies,Art,Newell 331,11.736,3,0.2,1.0269,Sep-16,California
4763,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,13.712,2,0.2,1.0284,May-16,California
3942,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",3.048,1,0.2,1.0287,Oct-16,North Carolina
4223,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",102.96,2,0,1.0296,Sep-16,New York
5621,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,3.04,1,0,1.0336,Aug-16,New York
4254,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",11.824,2,0.2,1.0346,Aug-16,California
3948,Office Supplies,Art,4009 Highlighters by Sanford,6.368,2,0.2,1.0348,Nov-16,California
1286,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0,1.043,Jan-16,Washington
5914,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0,1.043,Jan-16,Ohio
4664,Office Supplies,Labels,Avery 480,3,1,0.2,1.05,Jan-16,Ohio
8473,Office Supplies,Labels,Avery 496,3,1,0.2,1.05,Nov-16,Ohio
9568,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.032,2,0.2,1.0584,Nov-16,Ohio
4540,Technology,Phones,i.Sound Portable Power - 8000 mAh,105.98,2,0,1.0598,Nov-16,Ohio
5603,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,0.2,1.062,Apr-16,Ohio
352,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668,Mar-16,Missouri
2870,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2,1.068,Sep-16,Missouri
5606,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2,1.068,Sep-16,New York
7754,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2,1.068,Mar-16,New York
1484,Office Supplies,Paper,Xerox 199,3.424,1,0.2,1.07,Mar-16,Florida
9946,Office Supplies,Paper,Xerox 1971,3.424,1,0.2,1.07,Nov-16,Florida
6224,Office Supplies,Art,Pencil and Crayon Sharpener,12.264,7,0.2,1.0731,Oct-16,Pennsylvania
109,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738,Apr-16,California
5116,Office Supplies,Labels,Avery 491,3.304,1,0.2,1.0738,Nov-16,Colorado
2127,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376,3,0.2,1.0797,Nov-16,Arizona
2619,Office Supplies,Art,Design Ebony Sketching Pencil,4.17,3,0,1.0842,Nov-16,Arizona
1182,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0,1.0904,Sep-16,Arizona
3448,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0,1.0904,Mar-16,Indiana
6459,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0,1.0904,Mar-16,New York
31,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,Mar-16,New York
2828,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,1.1016,Mar-16,New York
8690,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.016,3,0.2,1.1022,Aug-16,New York
8240,Office Supplies,Art,Prang Drawing Pencil Set,4.448,2,0.2,1.112,Aug-16,Iowa
3294,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0,1.1136,Aug-16,California
4466,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,1,0.2,1.1151,Jun-16,California
341,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116,Jun-16,California
4331,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,17.92,5,0.2,1.12,Jun-16,California
9338,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.992,1,0.2,1.122,Jun-16,California
4275,Office Supplies,Binders,Avery Non-Stick Binders,3.592,1,0.2,1.1225,Oct-16,California
5144,Office Supplies,Binders,Avery Non-Stick Binders,3.592,1,0.2,1.1225,Nov-16,California
744,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,1,0.2,1.1466,Nov-16,Texas
2378,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184,2,0.2,1.148,Nov-16,Texas
4785,Office Supplies,Art,Newell 313,13.12,5,0.2,1.148,Nov-16,Texas
7045,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,9.184,2,0.2,1.148,Nov-16,Texas
5804,Office Supplies,Art,Newell 347,10.272,3,0.2,1.1556,Nov-16,Texas
7379,Office Supplies,Art,Newell 347,10.272,3,0.2,1.1556,Nov-16,Texas
9435,Office Supplies,Art,Newell 336,10.272,3,0.2,1.1556,Nov-16,Texas
3645,Office Supplies,Art,Newell 31,4.13,1,0,1.1564,Jul-16,Texas
2327,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,1,0.2,1.1596,Apr-16,California
6947,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2.48,2,0,1.1656,Apr-16,Virginia
593,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168,Apr-16,Virginia
8989,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168,Dec-16,Virginia
4893,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2,2,0,1.176,Jun-16,California
4985,Office Supplies,Fasteners,Assorted Color Push Pins,7.24,5,0.2,1.1765,Jun-16,Pennsylvania
6266,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",3.488,2,0.2,1.1772,Dec-16,Pennsylvania
3717,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,23.55,5,0,1.1775,Nov-16,Florida
8088,Office Supplies,Art,Newell 351,10.496,4,0.2,1.1808,Nov-16,Indiana
2167,Office Supplies,Art,Newell 334,15.872,1,0.2,1.1904,Nov-16,Indiana
9010,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",3.816,1,0.2,1.1925,Nov-16,Indiana
4923,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0,1.1946,Nov-16,Indiana
9702,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0,1.1946,Dec-16,Indiana
9873,Office Supplies,Art,Staples in misc. colors,19.152,2,0.2,1.197,Dec-16,Nevada
5803,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988,Jul-16,Nevada
8502,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988,Aug-16,California
5422,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,2,0.2,1.1994,Dec-16,New Hampshire
6934,Furniture,Furnishings,Tensor Track Tree Floor Lamp,31.984,2,0.2,1.1994,Dec-16,Maryland
2514,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,4,0.2,1.1996,Apr-16,Maryland
4149,Office Supplies,Storage,Advantus Rolling Storage Box,13.72,1,0.2,1.2005,Apr-16,Texas
565,Office Supplies,Labels,Avery 509,2.61,1,0,1.2006,Apr-16,Texas
3586,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2.61,1,0,1.2006,Apr-16,Texas
8580,Office Supplies,Labels,Avery 479,2.61,1,0,1.2006,Jul-16,Texas
196,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038,Jul-16,Colorado
244,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038,Jul-16,Colorado
9803,Office Supplies,Binders,Economy Binders,3.328,2,0.2,1.2064,Jul-16,Colorado
3925,Office Supplies,Storage,Eldon Gobal File Keepers,30.28,2,0,1.2112,Jul-16,Colorado
74,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,Jul-16,Colorado
9443,Office Supplies,Art,50 Colored Long Pencils,16.256,2,0.2,1.2192,Jul-16,New York
9400,Office Supplies,Art,Newell 332,14.112,6,0.2,1.2348,Jul-16,New York
6556,Office Supplies,Paper,Wirebound Voice Message Log Book,3.808,1,0.2,1.2376,Jul-16,New York
6712,Office Supplies,Art,Newell 325,9.912,3,0.2,1.239,Jul-16,New York
3897,Office Supplies,Fasteners,Binder Clips by OIC,3.552,3,0.2,1.2432,Jul-16,New York
1892,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0,1.2506,Dec-16,New York
1152,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2528,Dec-16,New York
9621,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,16.704,6,0.2,1.2528,Dec-16,New York
5504,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.136,3,0.2,1.2585,Dec-16,New York
2110,Office Supplies,Art,Newell 308,5.04,3,0,1.26,Dec-16,New York
7022,Furniture,Furnishings,Regeneration Desk Collection,4.224,3,0.2,1.2672,Dec-16,New York
8139,Office Supplies,Art,Newell 326,11.264,8,0.2,1.2672,May-16,New York
6127,Office Supplies,Binders,UniKeep View Case Binders,3.912,1,0.2,1.2714,Oct-16,Ohio
1064,Office Supplies,Art,Crayola Colored Pencils,7.872,3,0.2,1.2792,Oct-16,Florida
2298,Technology,Phones,Plantronics MX500i Earset,42.95,1,0,1.2885,Oct-16,Florida
2664,Office Supplies,Labels,Avery 499,3.984,1,0.2,1.2948,Oct-16,Florida
562,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,5,0.2,1.3,Aug-16,Florida
6774,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,4.176,1,0.2,1.305,Feb-16,New York
3270,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.97,3,0,1.3068,Feb-16,New York
7138,Office Supplies,Storage,Crate-A-Files,17.44,2,0.2,1.308,Dec-16,New York
9024,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,117.882,1,0.1,1.3098,Dec-16,North Carolina
5404,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,1,0.2,1.3104,Dec-16,North Carolina
2288,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,5,0.2,1.311,Oct-16,North Carolina
1486,Office Supplies,Fasteners,Staples,3.76,2,0,1.316,Oct-16,North Carolina
6131,Office Supplies,Fasteners,Staples,3.76,2,0,1.316,Oct-16,Indiana
3807,Office Supplies,Art,Newell 317,11.76,5,0.2,1.323,Apr-16,Indiana
3084,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,0.2,1.3257,Apr-16,Illinois
5317,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2,0.2,1.3284,Apr-16,Illinois
9675,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,26.632,1,0.2,1.3316,May-16,Illinois
2294,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,1,0,1.3365,May-16,Texas
7927,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.97,3,0,1.3365,May-16,Texas
9535,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,33.48,2,0,1.3392,May-16,Texas
851,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0,1.3416,May-16,Texas
8684,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,0,1.3416,Sep-16,Texas
2879,Office Supplies,Art,American Pencil,4.66,2,0,1.3514,Jun-16,Iowa
4655,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,1,0,1.3536,Nov-16,Rhode Island
5923,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0,1.356,Nov-16,New York
9861,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0,1.356,Nov-16,New York
866,Office Supplies,Labels,Avery 482,2.89,1,0,1.3583,Nov-16,New York
7347,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,13.584,1,0.2,1.3584,Nov-16,California
162,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596,Dec-16,California
4462,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596,Dec-16,Minnesota
5894,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.78,1,0,1.3622,Dec-16,Virginia
9249,Office Supplies,Binders,Presstex Flexible Ring Binders,3.64,1,0.2,1.365,Jul-16,Virginia
447,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0,1.3677,Jun-16,Texas
5432,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1,0.2,1.3716,Jun-16,California
6165,Furniture,Furnishings,Eldon Wave Desk Accessories,4.992,3,0.2,1.3728,Jun-16,California
1736,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,0.2,1.375,Jun-16,California
2523,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,1,0,1.375,Jun-16,California
9672,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,0.2,1.375,Dec-16,California
1252,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,0,1.376,Dec-16,Massachusetts
3235,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984,1,0.2,1.3944,Sep-16,Massachusetts
9657,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984,1,0.2,1.3944,Dec-16,Ohio
3627,Office Supplies,Art,Newell 314,5.58,1,0,1.395,Dec-16,California
6807,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,3.856,1,0.2,1.3978,Dec-16,California
8883,Technology,Phones,PayAnywhere Card Reader,15.984,2,0.2,1.3986,Mar-16,California
5664,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,18.656,2,0.2,1.3992,May-16,Connecticut
4066,Office Supplies,Fasteners,Staples,7.52,5,0.2,1.41,May-16,California
180,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0,1.4104,Mar-16,Connecticut
753,Office Supplies,Binders,Avery Durable Binders,2.88,1,0,1.4112,May-16,Virginia
3590,Office Supplies,Binders,Avery Durable Binders,2.88,1,0,1.4112,Sep-16,Kentucky
8173,Office Supplies,Labels,Avery 49,2.88,1,0,1.4112,Feb-16,Illinois
8646,Furniture,Furnishings,Eldon Wave Desk Accessories,4.712,1,0.2,1.4136,Feb-16,Georgia
9761,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.3,2,0,1.419,Feb-16,Georgia
1655,Office Supplies,Fasteners,Binder Clips by OIC,2.96,2,0,1.4208,Feb-16,Georgia
4493,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.128,2,0.2,1.4224,Feb-16,Georgia
7738,Office Supplies,Art,Newell 310,12.672,9,0.2,1.4256,Feb-16,Georgia
3804,Office Supplies,Supplies,Staple remover,12.768,2,0.2,1.4364,Feb-16,Georgia
2789,Office Supplies,Art,Newell 343,16.464,7,0.2,1.4406,Feb-16,Georgia
3660,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.408,3,0.2,1.4418,Feb-16,Georgia
9833,Office Supplies,Paper,Xerox 1949,3.984,1,0.2,1.4442,Feb-16,Georgia
364,Office Supplies,Art,Newell 333,5.56,2,0,1.4456,Feb-16,Georgia
2244,Office Supplies,Art,Newell 344,5.56,2,0,1.4456,Nov-16,Georgia
2486,Office Supplies,Art,Newell 344,5.56,2,0,1.4456,Nov-16,New York
5755,Office Supplies,Art,Newell 333,5.56,2,0,1.4456,Nov-16,New York
7257,Office Supplies,Art,Newell 333,5.56,2,0,1.4456,Nov-16,New York
7496,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,4.448,2,0.2,1.4456,Nov-16,New York
9083,Office Supplies,Art,Newell 318,5.56,2,0,1.4456,Nov-16,Virginia
9153,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,23.2,2,0.2,1.45,Apr-16,Virginia
3224,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,Apr-16,Ohio
6221,Office Supplies,Storage,Woodgrain Magazine Files by Perma,20.86,7,0,1.4602,Sep-16,Ohio
2089,Office Supplies,Fasteners,Translucent Push Pins by OIC,3.96,2,0,1.4652,Sep-16,New York
536,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,0.2,1.4672,Sep-16,New York
4351,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,0.2,1.4672,Jul-16,Arizona
2479,Office Supplies,Art,Newell 322,5.46,3,0,1.4742,Jul-16,New York
3402,Office Supplies,Art,Newell 322,5.46,3,0,1.4742,Dec-16,New York
2095,Office Supplies,Art,Newell 349,13.12,5,0.2,1.476,May-16,Washington
6687,Office Supplies,Art,Newell 35,13.12,5,0.2,1.476,Nov-16,Illinois
7109,Office Supplies,Art,BIC Brite Liner Grip Highlighters,3.28,2,0,1.476,Nov-16,Alabama
1295,Office Supplies,Labels,Avery 511,3.08,1,0,1.4784,Nov-16,Alabama
4052,Office Supplies,Art,Nontoxic Chalk,4.224,3,0.2,1.4784,Nov-16,Alabama
7477,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,5.48,2,0,1.4796,Sep-16,Alabama
8015,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,3.29,1,0,1.4805,Mar-16,Texas
1776,Office Supplies,Art,Blackstonian Pencils,5.34,2,0,1.4952,Aug-16,New Jersey
9336,Office Supplies,Labels,Avery 492,4.608,2,0.2,1.4976,Aug-16,Texas
1922,Office Supplies,Storage,Staple magnet,15.008,2,0.2,1.5008,Dec-16,Texas
4676,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,2,0.2,1.5008,Nov-16,New York
1802,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,0,1.5048,Nov-16,New York
3174,Office Supplies,Art,Newell 33,13.392,3,0.2,1.5066,Nov-16,New York
1089,Office Supplies,Labels,Avery 488,3.15,1,0,1.512,Dec-16,North Carolina
1777,Office Supplies,Labels,Avery 488,3.15,1,0,1.512,Dec-16,California
2466,Office Supplies,Labels,Avery 520,3.15,1,0,1.512,Dec-16,California
5769,Office Supplies,Labels,Avery 518,3.15,1,0,1.512,Oct-16,California
6561,Office Supplies,Labels,Self-Adhesive Removable Labels,3.15,1,0,1.512,Oct-16,Washington
8599,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,4.32,3,0.2,1.512,Nov-16,California
3583,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2,0,1.521,Nov-16,California
5165,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2,0,1.521,Sep-16,California
1606,Office Supplies,Art,Newell 307,5.46,3,0,1.5288,Jul-16,Georgia
7107,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",122.328,9,0.2,1.5291,Jul-16,Pennsylvania
1555,Office Supplies,Art,Newell 310,5.28,3,0,1.5312,Dec-16,Pennsylvania
4980,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,20.568,3,0.2,1.5426,Oct-16,New York
1392,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.5444,Oct-16,New Jersey
2776,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0,1.5444,Jun-16,New Jersey
581,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4,0,1.5456,May-16,California
4037,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816,2,0.2,1.551,May-16,Pennsylvania
1394,Office Supplies,Art,4009 Highlighters by Sanford,9.552,3,0.2,1.5522,Apr-16,Pennsylvania
276,Office Supplies,Art,Newell 330,5.98,1,0,1.5548,Apr-16,Washington
3577,Office Supplies,Binders,Avery Hanging File Binders,4.784,1,0.2,1.5548,May-16,Illinois
5336,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,3.38,1,0,1.5548,Feb-16,Alabama
9797,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",10.368,2,0.2,1.5552,May-16,New York
2741,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2,0,1.5588,Apr-16,Virginia
8519,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,1,0,1.5588,Apr-16,Texas
